"Área de referencia","Fuente","Desajuste","Actividad económica","Año","Mujeres","Hombres"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Administración pública y servicios y actividades comunales y sociales","2023","2.7","1.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Total","2023","4.7","7.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Agricultura","2023","0.2","1.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Manufacturas","2023","0.1","0.4"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Construcción","2023","0.1","1.9"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2023",,"0.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2023","2.3","2.6"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2023","2","0.9"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Total","2023","9.1","10.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Agricultura","2023",,"0.1"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Manufacturas","2023","0.2","0.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Construcción","2023",,"0.2"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2023",,
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2023","0.6","0.7"
"Granada","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2023","8.3","8.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Total","2024","3273.3","4309.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Agricultura","2024","325.6","1230.8"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Manufacturas","2024","645.1","510.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Construcción","2024","14.9","613.5"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","7.3","38.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","1350.4","1326.3"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Total","Administración pública y servicios y actividades comunales y sociales","2024","929.9","589.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Total","2024","1402.3","1600"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Agricultura","2024","159.5","505.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Manufacturas","2024","288.5","161.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Construcción","2024","4.9","231.4"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","3.4","15"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","658.1","571.4"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Poco educado","Administración pública y servicios y actividades comunales y sociales","2024","288","115"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Total","2024","1092.2","1509.4"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Agricultura","2024","94.5","391.4"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Manufacturas","2024","198.3","172.6"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Construcción","2024","6.5","229.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","2.6","13.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","395.7","472.9"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Emparejado","Administración pública y servicios y actividades comunales y sociales","2024","394.6","228.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Total","2024","778.3","1193"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Agricultura","2024","71.6","334.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Manufacturas","2024","158.3","175.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Construcción","2024","3.5","152.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024",,"9.7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","296.7","282"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2024","246.8","239.2"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","No clasificado en otra parte","Total","2024",,"7"
"Guatemala","EFT - Encuesta Nacional de Empleo e Ingresos","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2024",,"7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Total","2019","99.5","146.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Agricultura","2019","7.1","29.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Manufacturas","2019","7.8","17.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Construcción","2019","0.8","18"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2019","2.3","12.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2019","40.1","45.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Administración pública y servicios y actividades comunales y sociales","2019","38.4","20.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Total","Sin clasificar","2019","3","2.7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Total","2019","14.9","31.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Agricultura","2019","1.8","10"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Manufacturas","2019","1.6","4.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Construcción","2019","0.1","3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2019","0.3","3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2019","6.1","8.7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Administración pública y servicios y actividades comunales y sociales","2019","5","2.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Sin clasificar","2019","0.1","0.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Total","2019","43.7","69.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Agricultura","2019","3.7","14.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Manufacturas","2019","3.6","8.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Construcción","2019","0.4","9.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2019","1.1","5.6"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2019","19.1","22.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Administración pública y servicios y actividades comunales y sociales","2019","15.7","8.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Sin clasificar","2019","0.1","0.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Total","2019","36.1","38.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Agricultura","2019","1.3","4.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Manufacturas","2019","2.5","4.5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Construcción","2019","0.4","5"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2019","1","3.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2019","14.1","13.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2019","16.8","7.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Sin clasificar","2019","0.1","0.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Total","2019","4.8","6.4"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Agricultura","2019","0.3","0.9"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Manufacturas","2019","0.1","0.3"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Construcción","2019",,"0.2"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2019",,"0.1"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2019","0.8","0.8"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2019","0.9","1.7"
"Guyana","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Sin clasificar","2019","2.7","2.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Total","2025","1612.5","2462.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Agricultura","2025","93.7","798.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Manufacturas","2025","271.3","277.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Construcción","2025","5.2","374.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","7.2","32.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","771.6","750"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Total","Administración pública y servicios y actividades comunales y sociales","2025","463.5","229.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Total","2025","381.1","741.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Agricultura","2025","37.5","380.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Manufacturas","2025","71.4","49.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Construcción","2025",,"111.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","2.4","7.9"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","155.9","154.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Poco educado","Administración pública y servicios y actividades comunales y sociales","2025","112.5","37.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Total","2025","581.2","924.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Agricultura","2025","39.8","303.5"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Manufacturas","2025","95","90.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Construcción","2025","2.2","180.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","2.5","12"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","249.2","256.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Emparejado","Administración pública y servicios y actividades comunales y sociales","2025","192.6","81.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Total","2025","229","314.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Agricultura","2025","7.2","51.8"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Manufacturas","2025","32.4","53.6"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Construcción","2025",,"33.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025",,"4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","133.9","137.1"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2025","54.9","34.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Total","2025","421.2","482.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Agricultura","2025","9.3","62.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Manufacturas","2025","72.4","84.3"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Construcción","2025",,"49.2"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","2.1","8.4"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","232.6","201.7"
"Honduras","EH - Encuesta Permanente de Hogares de Propósitos Múltiples","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2025","103.6","76.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Total","2025","24738.1","35740"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Agricultura","2025","1044.3","5595.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Manufacturas","2025","3666.5","6000.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Construcción","2025","182.4","3579.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","236.6","642.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","11328.5","14621.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Administración pública y servicios y actividades comunales y sociales","2025","7354.7","4150.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Total","Sin clasificar","2025","925.1","1150.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Total","2025","8291.9","10982.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Agricultura","2025","419.3","2210.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Manufacturas","2025","973.7","1344.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Construcción","2025","43.2","1464.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","77.8","186"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","4590.1","4616.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Administración pública y servicios y actividades comunales y sociales","2025","1952.6","953.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Poco educado","Sin clasificar","2025","235.2","207.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Total","2025","10901.9","14722.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Agricultura","2025","334.6","1765.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Manufacturas","2025","1604.7","2685.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Construcción","2025","97.4","1459.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","94.3","265.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","4594.9","6225.8"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Administración pública y servicios y actividades comunales y sociales","2025","4027.8","2129.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Emparejado","Sin clasificar","2025","148.3","191.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Total","2025","4935.3","9009.6"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Agricultura","2025","259.6","1543.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Manufacturas","2025","1067.8","1925.5"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Construcción","2025","40.2","629.9"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","62.6","178"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","2102.8","3639.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2025","1340.8","969.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","Sobre educado","Sin clasificar","2025","61.5","124.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Total","2025","608.9","1025"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Agricultura","2025","30.9","76.7"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Manufacturas","2025","20.4","44.3"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Construcción","2025","1.6","25.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2025","1.9","12.4"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2025","40.7","140.1"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2025","33.4","99.2"
"México","EFT - Encuesta Nacional de Ocupación y Empleo","No clasificado en otra parte","Sin clasificar","2025","480.2","627.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Total","2020","1.2","1.3"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Agricultura","2020",,"0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Manufacturas","2020","0","0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Construcción","2020","0","0.2"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2020",,"0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2020","0.4","0.3"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Total","Administración pública y servicios y actividades comunales y sociales","2020","0.8","0.6"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Total","2020","0.5","0.5"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Agricultura","2020",,"0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Manufacturas","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Construcción","2020","0","0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2020",,"0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2020","0.2","0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Poco educado","Administración pública y servicios y actividades comunales y sociales","2020","0.3","0.2"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Total","2020","0.5","0.5"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Agricultura","2020",,"0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Manufacturas","2020","0","0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Construcción","2020","0","0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2020",,"0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2020","0.2","0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Emparejado","Administración pública y servicios y actividades comunales y sociales","2020","0.3","0.2"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Total","2020","0.2","0.2"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Agricultura","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Manufacturas","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Construcción","2020",,"0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2020","0.1","0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2020","0.1","0.1"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Total","2020","0","0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Manufacturas","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Construcción","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2020",,
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2020","0","0"
"Montserrat","EFT - Encuesta de la Fuerza de Trabajo","No clasificado en otra parte","Administración pública y servicios y actividades comunales y sociales","2020","0",
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Total","2024","800.6","1122.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Agricultura","2024","79.4","235.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Manufacturas","2024","72.2","80.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Construcción","2024","6.2","143.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","5.8","19.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","318.5","457.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Administración pública y servicios y actividades comunales y sociales","2024","318.5","186.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Sin clasificar","2024",,
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Total","2024","255.3","393.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Agricultura","2024","27.4","59.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Manufacturas","2024","37.8","33.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Construcción","2024","1","79.3"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","1.5","7"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","95.9","166.6"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Administración pública y servicios y actividades comunales y sociales","2024","91.7","47.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Poco educado","Sin clasificar","2024",,
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Total","2024","340.7","510.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Agricultura","2024","26.4","95.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Manufacturas","2024","24.1","40.2"
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Construcción","2024","2.7","56"
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","2.1","10.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","145.1","213.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Emparejado","Administración pública y servicios y actividades comunales y sociales","2024","140.2","94.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Total","2024","131.8","168.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Agricultura","2024","24.6","77.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Manufacturas","2024","6.4","4"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Construcción","2024","1.3","4.8"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Explotación de minas y canteras; Suministro de electricidad, gas y agua","2024","1.8","2.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales","2024","47.3","52.6"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Administración pública y servicios y actividades comunales y sociales","2024","50.5","27.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Sobre educado","Sin clasificar","2024",,
"Panamá","EFT - Encuesta de Mercado Laboral","No clasificado en otra parte","Total","2024","72.9","50.2"
