,Agricultural land (% of land area),"Human capital index plus (HCI+): education pillar score, female (scale 0-188)","Human capital index plus (HCI+): education pillar score, male (scale 0-188)","Human capital index plus (HCI+): education pillar score, total (scale 0-188)","Human capital index plus (HCI+): health pillar score, female (scale 0-50)","Human capital index plus (HCI+): health pillar score, male (scale 0-50)","Human capital index plus (HCI+): health pillar score, total (scale 0-50)","Human capital index plus (HCI+): on-the-job learning pillar score, female (scale -30-87)","Human capital index plus (HCI+): on-the-job learning pillar score, male (scale -30-87)","Human capital index plus (HCI+): on-the-job learning pillar score, total (scale -30-87)","Human capital index plus (HCI+): overall score, female (scale 0-325)","Human capital index plus (HCI+): overall score, male (scale 0-325)","Human capital index plus (HCI+): overall score, total (scale 0-325)",Firms with female top manager (% of firms),Firms with female participation in ownership (% of firms),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)","Literacy rate, adult female (% of females 15+)","Literacy rate, adult male (% of males ages 15 and above)","School enrollment, preprimary (% gross)","School enrollment, preprimary, female (% gross)","Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Educational attainment, at least completed primary, population 25+, female (%) (cumulative)","Educational attainment, at least completed primary, population 25+, male (%) (cumulative)","Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)","Children out of school, female (% of female primary school age)","Children out of school, male (% of male primary school age)","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","Secondary education, duration (years)","School enrollment, secondary, female (gross %)","Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","School enrollment, tertiary, female (gross %)",Proportion of seats held by women in national parliaments (%),Women Business and the Law Index Score (scale 1-100),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","Maternal mortality ratio (per 100,000 live births)","Employment in agriculture, female (% of female employment)","Employers, female (% of female employment)","Employers, male (% of male employment) (modeled ILO estimate)","Self-employed, female (% of female employment)","Self-employed, male (% of male employment) (modeled ILO estimate)",Female share of employment in senior and middle management (%),"Vulnerable employment, female (% of female employment)","Vulnerable employment, male (% of male employment)","Wage & salaried workers, female (% of female employment)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employment in industry, female (% of female employment)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment)","Employment in services, male (% of male employment) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force with basic education, female (% of female working-age population with basic education)","Labor force with basic education, male (% of male working-age population with basic education)","Labor force participation rate, female (% of female population 15+)","Labor force participation rate, male (% of male population 15+)","Labor force with intermediate education, female (% of female working-age population with intermediate education)","Labor force with intermediate education, male (% of male working-age population with intermediate education)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Unemployment rate, female (% of female labor force)","Unemployment rate, male (% of male labor force)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Fertility rate, total (births per woman)"
"Individuals using the Internet, female (% of female population)",-0.013879580059022921,0.8075679617670969,0.6983499175996298,0.7414866535264045,0.8364601614632432,0.919621248901365,0.8909944302935442,0.646676442645435,-0.3703163602056732,0.5110324505719832,0.8470320821509221,0.7151625895407732,0.795201969895959,-0.5043190509448384,-0.25463333745324473,1.0,0.9844261470478838,0.8593054572912403,0.6986667072389542,0.3115132233036892,0.3163600490134418,0.6492749188835794,0.713698681759933,0.9263911168280632,0.8672878893402292,0.6598969794811019,0.6323575945508836,-0.5123012865950677,-0.6108438412169099,0.6341470996810534,0.40883686089667576,0.05145556101930985,0.7609719687305982,-0.8203749705559241,-0.7652136928880958,0.7623182206908911,0.6348595282766146,0.29909460387765974,0.7679940028324291,0.5206672169068921,0.5619661919636101,0.8050892815656064,0.19186396172133596,0.12618627199597618,-1.0000000000000007,1.0000000000000009,-0.4344838295295165,-0.4766846518086956,-0.160816608721468,0.06597360591822986,-0.7411983062737113,-0.2907063731925769,0.09980164013298286,-0.7290789118752348,-0.29621848467293904,0.7411982095385691,0.29070668835273067,-0.5551254645980324,-0.6201706955893493,-0.6681709547898431,0.3187632848524071,0.6855962541126241,0.8629123816795242,0.40284493308977376,-0.4171142393641807,-0.09692063119565149,-0.320938055876145,-0.4524512492517531,-0.6520366924159012,0.13277399900054712,-0.6784598543680389,-0.2962504997030774,-0.6180205553273901,-0.023550133654341703,0.08425311074332578,0.6436900145354365,0.6486335102647518,-0.677317373977129,-0.5654996508737924
"Individuals using the Internet, male (% of male population)",-0.07605255366645952,0.8435602820091394,0.7502858584873469,0.7968217939050396,0.8216978887641002,0.9233990114420193,0.8868343048040894,0.6765755899555892,-0.38291001195762603,0.53449197698321,0.8758972557995357,0.7701798490790237,0.843665537726021,-0.4845101016510744,-0.3008287924566092,0.9844261470478838,1.0,0.8533611559326622,0.757475929259592,0.38415694678011253,0.38478911714881386,0.6608595030487165,0.7305342731051646,0.8948613497663501,0.8770395395950416,0.6898714913974077,0.6698982842484743,-0.5556844089321387,-0.6708609072075997,0.6553089315812336,0.46465799814446973,-0.024052073516412233,0.7739257321588486,-0.8341698545719305,-0.7795376837557307,0.7610015154112942,0.6697658654654162,0.27718426496153253,0.6973640455166296,0.39519533086232056,0.45099184686324006,0.8426038409646802,0.25912980864113944,0.10144430605538975,-1.0000000000000007,1.0000000000000007,-0.459905399435609,-0.445183361258644,-0.18902053315887676,0.054298452705774124,-0.7202402647640106,-0.3115718101780205,0.004741011313513062,-0.7073921552584529,-0.3155270209835133,0.7202402558844989,0.3115721187386281,-0.5220814985486739,-0.574850403963125,-0.649110003794653,0.3595511760249438,0.6490723880161531,0.8531395876747454,0.445613637241339,-0.39721563424981193,-0.06299973226718127,-0.2776167961840453,-0.4176169848573311,-0.6791121074226265,0.17785422177065416,-0.6687109116263843,-0.2680892316565393,-0.6446546134307589,0.02563455714318313,0.11903412616059741,0.5997576301933741,0.6582129852127824,-0.7564630029313157,-0.5921937102815069
"Literacy rate, adult female (% of females 15+)",0.14419624857405874,0.7877895511692856,0.6589495185842873,0.7375175043232464,0.8517892869509066,0.8748271438213506,0.8795679214489002,0.6679198740963731,-0.5787639111140757,0.45021117615001655,0.8234031552053974,0.6593232368455684,0.7786419862865898,-0.5518733543273836,-0.15968331166039865,0.8593054572912403,0.8533611559326622,1.0,0.8477615881279194,0.2958194245956921,0.3076979899765077,0.6274082167584347,0.649608449545247,0.9183898671304226,0.883608264190791,0.16989814007205922,0.2563644023811299,-0.3397771793694287,-0.3170332567454411,0.6986487190803404,0.5214415756812826,0.2683121347896818,0.7910210252470383,-0.6931806692350216,-0.6101862171326364,0.8323033450704987,0.6352464607662897,0.6725189747812099,0.7284564357992659,0.6244985575876075,0.605683091499455,0.7489699024657255,0.3125693321489374,0.3761515242628649,1.0000000000000062,-1.0000000000000064,-0.29704449301063407,-0.2048314482910037,-0.2816395857387067,-0.1512466207316108,-0.49828800779491095,0.0667793523865461,-0.14994236767965022,-0.47306430330621335,0.09624032016190764,0.4982879121274192,-0.06677924829970514,-0.2719801827953294,-0.36061989417900325,-0.6941264906388871,0.21938554142095276,0.4660539615701524,0.7418356065896511,0.6333393936588797,-0.06735757389183943,-0.35624557963639136,-0.49858503888394934,-0.21338667506437134,-0.6549267245023869,0.47042159450592774,-0.4563303562026768,-0.30994013184193353,-0.5787853690095224,0.14662530235455368,0.3282032433286829,0.5235960953420439,0.5888346014049448,-0.5509903898306194,-0.5003689875619521
"Literacy rate, adult male (% of males ages 15 and above)",0.04093922890457433,0.8680992190795057,0.8090467101085871,0.8789668273916911,0.6358684734322351,0.6927250892136478,0.6761544319570227,0.7856600717028527,-0.480772843730258,0.6188178671320606,0.90214207294054,0.8345755868125689,0.9177805669358922,-0.6185035014965431,-0.2262944378238023,0.6986667072389542,0.757475929259592,0.8477615881279194,1.0,0.48783997784550304,0.49433192668777093,0.8127470060580281,0.833094906185068,0.7287727087505607,0.906135563317317,0.2392231227332727,0.35075760901982617,-0.6113581351483739,-0.5948262822292661,0.7116860587891453,0.6912163642934647,0.20177464475544152,0.8720836702861536,-0.8143750557271086,-0.7414247757941266,0.8928473841184293,0.7295576249603621,0.09530802351075056,-0.2357782648904315,0.4329907284449151,0.5577458656964078,0.7699207381136978,0.4615063921622917,0.5526400003966574,1.0000000000000004,-1.0000000000000007,-0.19173350456063065,0.14928457338849974,-0.5911580588705733,-0.42354676815580355,-0.2720931727783396,0.18954373445585512,-0.515124569915976,-0.21608363837766373,0.2719161487919626,0.27209311443602024,-0.18954381993444855,0.05288710606075725,-0.03598587117130694,-0.6937931953538673,0.12245440502751721,0.12468434581779966,0.5956202904402312,0.8315262536910409,0.372772802752376,-0.19552824843429684,-0.3985930607596209,0.16204745850237157,-0.49231579643939305,0.7315304050469148,-0.06763630014128293,-0.04151928088559764,-0.31641114194943293,0.44624159855102413,0.5520923904488885,0.2891713726341263,0.4335060225845954,-0.6380570829926245,-0.44984473264562186
"School enrollment, preprimary (% gross)",0.08158239840875427,0.7774841574926578,0.8182336049447632,0.7859649026935716,0.39154061312819677,0.42588400311474406,0.4137011230000979,0.420207634211684,-0.47067457467108015,0.23901624171246516,0.6819186579871441,0.778799239861083,0.7139387091048391,0.45410751011057227,0.005685019300602573,0.3115132233036892,0.38415694678011253,0.2958194245956921,0.48783997784550304,1.0,0.9981329061489866,0.5456907655436977,0.5443870185193597,0.3454725855783926,0.4894747909024344,0.5910702383178336,0.5762602576718092,-0.5424452640592681,-0.5592795117459013,0.4103469180966511,0.48711920374051454,0.006643895323769303,0.7744897784701953,-0.7007786040858645,-0.7526064344089426,0.5089782707085811,0.6233329535850214,0.10755632783282375,0.17711138253219336,-0.20500711788583897,0.23795240148178,0.2626794514863679,0.3892443179143377,0.4474133563163663,1.0000000000000004,-1.0000000000000007,-0.3350331642998478,-0.05263988360210171,-0.24420344267500343,-0.21370426622395203,-0.33854579780694816,-0.2809117850873934,-0.4830960850487635,-0.32004784620658017,-0.22772311839004844,0.338545818427408,0.2809127487506993,-0.18853974458460115,-0.2259579349968501,-0.18486571156603537,0.11798879034307609,0.11554430761189668,0.321102928189576,0.3777336483911409,-0.024068371563487973,-0.08837483682231576,-0.12277239611418225,0.10352732904868144,-0.34818339539278326,0.18311604258356598,-0.37238273949842954,0.18291058243926206,-0.12367057780859893,0.14682383785515107,-0.16203776376239162,-0.06752235747345978,0.2596315722514506,-0.5326201858689781,-0.6852142782073676
"School enrollment, preprimary, female (% gross)",0.1170885563522748,0.7662147581465321,0.8044741485557315,0.7751745971308801,0.3868225032395952,0.4199852438239913,0.4083348305595463,0.42948744231038566,-0.4558182190263269,0.25515914268408446,0.6774053738615081,0.7671023622782621,0.7084697075323461,0.40735196257788236,-0.0015391652138705238,0.3163600490134418,0.38478911714881386,0.3076979899765077,0.49433192668777093,0.9981329061489866,1.0,0.5507988056086157,0.5458114694289632,0.35484467797807456,0.4967636315950639,0.5841919247320931,0.5652133186291931,-0.5435808371086276,-0.5584559409491783,0.3833079953917958,0.45456855792385087,0.0012838598033058626,0.7827509187137989,-0.6995877814538384,-0.7516427907571035,0.48432092705885027,0.582812480100099,0.12131375163296629,0.17632737371052512,-0.20974074628115136,0.2339432279467687,0.2680160496742172,0.37972977249398066,0.4529263945626561,1.0000000000000004,-1.0000000000000007,-0.3420353947873181,-0.05251912705674379,-0.24732106664586945,-0.21383461927078068,-0.3337363615322201,-0.279324312413187,-0.4836930334035583,-0.31495785969512974,-0.2261550455164553,0.33373639993561044,0.2793252712211492,-0.18671280377839614,-0.22284941640272604,-0.19262943770048127,0.11787226893640614,0.11819902080523285,0.3167247433097728,0.39336910550933774,-0.00756854188863848,-0.08604393441782746,-0.12721068557289242,0.12358563330394287,-0.3253226487832463,0.19228195145792243,-0.3633712844929585,0.19777588127277165,-0.11306452676778188,0.1691009460013151,-0.137033526826069,-0.057435509390337924,0.2686528129075994,-0.530836995317985,-0.6826060825077274
"Primary completion rate, female (% of relevant age group)",-0.13310119628702982,0.7122654351049256,0.7278162899735896,0.7216922953778597,0.36275141058618066,0.3817794156020586,0.3733641658426828,0.5083784105662373,-0.5004343079714024,0.34487764254919756,0.7515161904030011,0.801857203435644,0.785829972163752,-0.397156950324994,-0.5232513209624671,0.6492749188835794,0.6608595030487165,0.6274082167584347,0.8127470060580281,0.5456907655436977,0.5507988056086157,1.0,0.9809898439872792,0.6731396319043478,0.8039485799586351,0.47363501915292616,0.5197018672498678,-0.8256770005696481,-0.8072355664947927,0.5470462159107509,0.5455038773249794,0.21429582011772513,0.8503291795423024,-0.8371922658996775,-0.7374379153380342,0.7133993792004676,0.7089554563255717,0.8962346302916425,0.6816661298874361,-0.18470398965956467,0.30727551793871377,0.6450299619561838,0.16491529274340158,0.3344848781791631,1.0000000000000007,-1.0000000000000007,0.1264458033670284,0.03925032706178503,-0.6815185149605235,-0.6811395568541477,-0.3694721190461498,-0.09119329709552344,-0.40988012207826086,-0.3128673953433096,0.059168155263802175,0.36947244367850357,0.09119339890235344,-0.021243036474595765,-0.2951655204143078,-0.37816128248969777,0.15265708028394406,0.10775838270668783,0.6161767942850783,0.3044169398317737,-0.14077917031644885,-0.1596125783486401,-0.37638862354458485,0.020097062529181572,-0.3625069039034087,0.1628955386576753,-0.33701941506301153,-0.05790449819443449,-0.15561842125514097,0.37756441368816424,0.25635171333368084,0.1497172475333345,0.3072752617398084,-0.5449463453856289,-0.5317041858240543
"Primary completion rate, male (% of relevant age group)",-0.14252364962922964,0.7445645111592172,0.7625755511282069,0.7551815594667252,0.4274096240575305,0.46063906605039656,0.4470102725067231,0.5715590550146485,-0.5073155811658056,0.41019842826688574,0.8012567173663859,0.8512166895587813,0.8362398914327891,-0.4483311266027057,-0.5047913983845118,0.713698681759933,0.7305342731051646,0.649608449545247,0.833094906185068,0.5443870185193597,0.5458114694289632,0.9809898439872792,1.0,0.7131769933489276,0.8438886533362286,0.4685793911585746,0.530131983829814,-0.8075827676345643,-0.8111728789961793,0.6477250134112282,0.6438152177002062,0.2994340137194809,0.8639712722662561,-0.8705313885557192,-0.7759520507567137,0.772279470144797,0.7672598262722707,0.8604268715046441,0.7277098357852146,-0.04330882149002983,0.40061316100590705,0.655811616669678,0.1612393684328482,0.3387823917709623,1.0000000000000016,-1.0000000000000016,0.033762010560084675,0.026962177850312956,-0.7107982483910321,-0.6792693203094854,-0.398033935973315,-0.09327678269674498,-0.4340828156468323,-0.3391217762719492,0.056758177823924075,0.3980341809185407,0.09327682423652828,-0.05771604298533873,-0.31942146150263995,-0.40510629374627904,0.22949542393584255,0.12937935989377428,0.6269349179810423,0.40291109540787357,-0.042175131059978346,-0.09897818117901695,-0.3034654638084985,-0.020407220067175606,-0.41833630181967546,0.25876780224548357,-0.2786305566481988,-0.040126731129420654,-0.17128794063049121,0.31335066069910056,0.21372575614583098,0.23243175814700456,0.37985486560657516,-0.6050474210657021,-0.5563771356367927
"Educational attainment, at least completed primary, population 25+, female (%) (cumulative)",-0.034134097434677914,0.8082718691636835,0.723854488340162,0.7587406301253876,0.8414351237235852,0.8715593211142905,0.868853162201143,0.5888347810813258,-0.38937096476649935,0.4698583443367671,0.8282973034347909,0.7360324008688541,0.7932787867101776,-0.447673744826796,-0.25210955328424695,0.9263911168280632,0.8948613497663501,0.9183898671304226,0.7287727087505607,0.3454725855783926,0.35484467797807456,0.6731396319043478,0.7131769933489276,1.0,0.9376880315437178,0.10122839173904312,0.188581095588009,-0.4313271015932458,-0.4517208467820812,0.6513064103695688,0.47249359889728676,0.1982808214059655,0.8199981963679404,-0.6953301700480069,-0.6645744468475898,0.7520170452956207,0.5746253699168681,0.5644660696048966,0.885050772829895,0.5909288936692221,0.5872610901065065,0.8042531958673633,0.12873107605446435,0.26780001931654873,0.9999999999999996,-0.9999999999999997,-0.5418794740685386,-0.3181144043131449,-0.31492828100590387,-0.23854512908234854,-0.6758236427984999,-0.24173068703926925,0.03153692396115378,-0.6522075416149433,-0.1835255627114086,0.6758235828601274,0.24173053338149697,-0.44778168305029603,-0.5394580596589773,-0.6014005590693973,0.1107215629920862,0.5377068118849017,0.7663326253516891,0.4254215875169197,-0.182114239649071,-0.2806501729054878,-0.43721588167963216,-0.4263823944653295,-0.7036426247494532,0.1950763746217779,-0.5860323594693049,-0.3324202139714184,-0.4901925703358318,-0.10406486714396955,0.11486130170726142,0.6360543314904237,0.7048146585527094,-0.6085222473935271,-0.6482537202634311
"Educational attainment, at least completed primary, population 25+, male (%) (cumulative)",-0.09046064438835716,0.8756513808765278,0.8261091545182481,0.8579408779180021,0.7679337095366993,0.8065754214592414,0.7988826687877283,0.700878504441467,-0.3925768530676689,0.5875912324475528,0.8934030231894936,0.8469190767269451,0.8896144344736719,-0.5159642201216317,-0.2889532152702525,0.8672878893402292,0.8770395395950416,0.883608264190791,0.906135563317317,0.4894747909024344,0.4967636315950639,0.8039485799586351,0.8438886533362286,0.9376880315437178,1.0,0.17477939037995918,0.28412066847551654,-0.6055998228600764,-0.6212821424501231,0.7072943505902265,0.6111571378838517,0.19302525791957717,0.8935028553028491,-0.7946117483829086,-0.7540290669675104,0.820709226089105,0.6583327175957846,0.5852542159939182,0.8588109643511125,0.5061664727637643,0.5928300327281173,0.8010343751240504,0.2409208389116724,0.4098318778152464,0.9999999999999997,-0.9999999999999997,-0.5019174423572057,-0.09322075280960529,-0.5225743903143184,-0.4120364965088638,-0.5461080291258592,-0.16304084029799965,-0.22894253718528057,-0.5021271866312124,-0.07100030154740514,0.5461079860889086,0.16304063704282867,-0.24029703287257748,-0.3375721312872495,-0.6363263459517493,0.09767527719254555,0.33355815220747526,0.704121429349015,0.6048231363756874,0.07147276053546352,-0.21908722900749866,-0.38256897026879977,-0.20655983942631798,-0.6589805388684166,0.40593964005852184,-0.38324700425234737,-0.18442949924485785,-0.3632770351063944,0.10173867174434043,0.2666995719403519,0.5019520455013959,0.6441506694332482,-0.6850477324551105,-0.6566148984421085
"Persistence to last grade of primary, female (% of cohort)",0.10769646470856525,0.45877883522681256,0.4800912228982341,0.47030632343559087,0.1724268399679802,0.14537989431924572,0.16217601225151354,0.18801100438383583,-0.34958874967388154,0.05323320650944209,0.44751441125073854,0.5294319031716125,0.48825952575542036,-0.4378875344426067,-0.5109144669118347,0.6598969794811019,0.6898714913974077,0.16989814007205922,0.2392231227332727,0.5910702383178336,0.5841919247320931,0.47363501915292616,0.4685793911585746,0.10122839173904312,0.17477939037995918,1.0,0.9784638403808571,-0.41084162284751735,-0.4249091834190998,0.22876846062541514,0.2986004627462872,0.08054914179991093,0.707715433439873,-0.5156408880716399,-0.4439336953507497,0.3518855583843121,0.5716309386002292,0.16501953694556326,0.3288242646072149,-0.21280240690449004,0.28901882319482797,0.28435328287034306,0.5180632861733353,0.5207512158867297,-0.9999999999999829,0.9999999999999829,0.09707602790624068,0.03617010896431976,-0.21874147894015555,-0.13088147759383675,-0.12134040077823495,-0.08325942021879205,-0.4372568253317269,-0.10291489810565797,-0.05275416073927478,0.12134030299000526,0.08326107954404834,0.006379057471317902,-0.10759128852072855,-0.12236104310544589,0.516927595007978,0.014000922283753632,0.17106354713084265,0.2448309073916279,0.04773400500537581,-0.03802798550296948,-0.015362275537398202,0.11966268132950393,-0.11526689234052781,0.21963115489269028,-0.04505454396455496,-0.000720504342047607,-0.17925256638670428,0.21826548843632426,-0.20221241823702424,-0.23781671290626852,-0.024320172073488314,-0.3588715925427449,-0.30709815769276166
"Persistence to last grade of primary, male (% of cohort)",0.045687424207391886,0.5431105576281594,0.5609054714350187,0.5531707728228326,0.26238521315185237,0.2364351053706303,0.25353333234823067,0.2941087011782852,-0.35280781255278765,0.17453232950897,0.5449834690538186,0.6213206049257229,0.5857035104206363,-0.5339854845835441,-0.35535854224722596,0.6323575945508836,0.6698982842484743,0.2563644023811299,0.35075760901982617,0.5762602576718092,0.5652133186291931,0.5197018672498678,0.530131983829814,0.188581095588009,0.28412066847551654,0.9784638403808571,1.0,-0.4566289477280889,-0.47864102514453793,0.33624886008671534,0.41208544786955026,0.13950161146272222,0.6474768282016842,-0.5647589330226752,-0.4940058317519054,0.45953226035585176,0.6440302952372272,-0.05015806946619889,0.23563161719847459,-0.1140805719830955,0.397612816854948,0.386564211646572,0.5302349429467201,0.5553120893733628,-0.9999999999999953,0.9999999999999953,0.032407230041872376,0.06562827968192865,-0.27618366503999126,-0.15934743734669873,-0.16468221596651816,-0.10476747223009328,-0.5003183169482481,-0.14152447150406627,-0.06750391236720574,0.1646820077666308,0.10476899831769133,0.016926055406010384,-0.10019761142916431,-0.22619143914801648,0.5243946815841727,0.027028540201138804,0.22850235085394652,0.32065904699966535,0.08343699892356389,-0.07130222871105961,-0.03669439256002624,0.07191075179868636,-0.2301624016812964,0.29036713459943253,-0.04696814179346348,-0.05008854691687066,-0.23948472721584016,0.25760319472219634,-0.10693545072298924,-0.2156591174276902,0.010467629573486004,-0.4147245830107293,-0.3322483999825502
"Children out of school, female (% of female primary school age)",0.18853484476224483,-0.668070738939733,-0.6866655404560494,-0.6648393092767039,-0.25175191713512074,-0.3094598273109707,-0.2830131929045332,-0.438921588395559,0.47195985018152364,-0.2491082545110423,-0.6132862457527172,-0.6635458008016983,-0.6306563406485359,-0.1434417006643851,0.431947302746072,-0.5123012865950677,-0.5556844089321387,-0.3397771793694287,-0.6113581351483739,-0.5424452640592681,-0.5435808371086276,-0.8256770005696481,-0.8075827676345643,-0.4313271015932458,-0.6055998228600764,-0.41084162284751735,-0.4566289477280889,1.0,0.9857841088184065,-0.6406730580729607,-0.6653311864958052,-0.4138140989652178,-0.6201181044062025,0.806450156406478,0.7769963689725216,-0.634422865024853,-0.7025991376076431,-0.7255735512212886,-0.3233107337757493,0.5450423036322359,-0.21934039083068568,-0.7125411588738849,-0.37701512045987895,-0.30956974444951985,1.0000000000000007,-1.0000000000000009,-0.13726216412034836,-0.20641735230955588,0.8467406696498325,0.7559261853908464,0.2919805419662554,-0.04841141549194496,0.4700968411002493,0.21613563580836845,-0.2153930010141485,-0.2919808186779616,0.048411304375629474,-0.02628651949734022,0.09036035555170427,0.5067793497503179,0.024606477707275955,0.01511327168726993,-0.3526839185446664,-0.4935290017297065,-0.23530954399463594,-0.14724070129417433,0.07758468540379747,-0.14168473854086253,0.3039491879415478,-0.34253024707699226,0.09800426098324817,-0.2605685460626194,-0.09638294052460959,-0.2797347190935404,-0.15957344976236348,-0.033078680494839294,-0.13354844628734044,0.5236689418914146,0.5062404553819112
"Children out of school, male (% of male primary school age)",0.19630179208480236,-0.6759755553303007,-0.6962629699461723,-0.6756421943587754,-0.2875062177467936,-0.3626282573419312,-0.3281634574559409,-0.47737147670386787,0.4495273698821494,-0.30700996645016004,-0.6398643615841872,-0.6964110173957653,-0.6630979156271373,-0.12862299357066256,0.3520686701560383,-0.6108438412169099,-0.6708609072075997,-0.3170332567454411,-0.5948262822292661,-0.5592795117459013,-0.5584559409491783,-0.8072355664947927,-0.8111728789961793,-0.4517208467820812,-0.6212821424501231,-0.4249091834190998,-0.47864102514453793,0.9857841088184065,1.0,-0.6638007220990351,-0.679739922614998,-0.38039445667259936,-0.6337201975237075,0.8259662702469128,0.817375238472161,-0.6656165189554911,-0.7384049844172558,-0.5627688125393073,-0.37917701927450087,0.5257498001193268,-0.25138322744813085,-0.7246518681586875,-0.3493953414638186,-0.27541030169960173,1.0000000000000004,-1.0000000000000007,-0.11712431907413383,-0.12361583619032576,0.8358882762624096,0.7304410284118426,0.35604145521591196,0.002894081963178171,0.4595479753465513,0.2815726513263234,-0.16039248925850932,-0.3560417043712243,-0.002894164860627604,0.05054689955461479,0.1458346349065137,0.5082413729614288,-0.027221633219712577,-0.0632855681948982,-0.39988287754446267,-0.5048970627208546,-0.24933051850722765,-0.21180442756774423,0.050084830427887285,-0.09211930867823324,0.34355061753400656,-0.34298318206079315,0.09912612412628437,-0.2958538004504879,-0.04235625645739496,-0.23028784838765048,-0.09199621520181801,-0.09114735173521968,-0.20702646906209143,0.5625280966066247,0.5063745433559281
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",-0.44670061370243225,0.8163900004057276,0.779827089369584,0.7643579078189469,0.7058903686139432,0.7389839145567111,0.7324851524962858,0.6503622462934945,-0.705210869781739,0.3888327777585519,0.8302632872186774,0.751845949609461,0.7791684307064801,0.1517042369116546,0.3412396440813918,0.6341470996810534,0.6553089315812336,0.6986487190803404,0.7116860587891453,0.4103469180966511,0.3833079953917958,0.5470462159107509,0.6477250134112282,0.6513064103695688,0.7072943505902265,0.22876846062541514,0.33624886008671534,-0.6406730580729607,-0.6638007220990351,1.0,0.9487610954235766,0.32723228684754724,0.6138477548237903,-0.7842118986933746,-0.7184752009115023,0.8540864066982538,0.820729708538059,-0.16279875476732275,-0.07725259273193708,0.49244256989577817,0.6124262162387929,0.6732992813488997,0.11467919922118806,0.30525408561324185,1.0000000000000004,-1.0000000000000007,-0.07650534324522888,-0.056933186608352844,-0.49246622961412,-0.3927760562711382,-0.33401631236564633,0.19170802455281286,-0.2974009859308282,-0.2910645205551276,0.2678567066904036,0.33401625708203675,-0.19170791223565542,-0.13868578842525203,-0.20974540546340675,-0.6337973350685446,0.1606801743420643,0.2974942484301756,0.6651192147005214,0.6329014188568125,0.09143835101324775,0.052195613333384835,0.03497337843833088,-0.20021511386886595,-0.7465536437956355,0.566837678793832,-0.17980043685586336,-0.06112790047472664,-0.27569962611178594,-0.12899367341912069,0.04452634924496632,0.545435446017173,0.5758216324556419,-0.535360469857417,-0.443349693353272
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",-0.5492317764833973,0.8061820926103644,0.8158855925857208,0.7874137373494116,0.5482251473257421,0.5822821609656387,0.5738116492074832,0.6054846837330119,-0.6381497803055833,0.3716857650909721,0.7987790110997206,0.7912884005765898,0.7842292291637892,0.17996377466549418,0.2658277868671672,0.40883686089667576,0.46465799814446973,0.5214415756812826,0.6912163642934647,0.48711920374051454,0.45456855792385087,0.5455038773249794,0.6438152177002062,0.47249359889728676,0.6111571378838517,0.2986004627462872,0.41208544786955026,-0.6653311864958052,-0.679739922614998,0.9487610954235766,1.0,0.23672082558869018,0.5535862545408947,-0.7359111329210442,-0.6665480287113609,0.8087435104128843,0.8398953242142675,-0.18410751998529012,-0.2180993917535949,0.38173831096873273,0.5766732630803422,0.5668845269775055,0.20384336292820832,0.3759661280120992,1.0000000000000004,-1.0000000000000007,-0.03740815089368511,0.14923769118024563,-0.4997391247096707,-0.4020339291262267,-0.12338954994696674,0.2608799982929945,-0.4507828104261834,-0.07800740872340951,0.3366649626997641,0.12338949524555173,-0.2608797867539009,0.07712643441130049,0.019096754887326962,-0.5148182211632635,0.1324364888934312,0.052583817608327255,0.46639208681605704,0.6403586712923518,0.22781498463602876,0.07591754045559612,0.10114847996963058,-0.03796543881390043,-0.6522676470403618,0.6410621520840433,0.01160592908718234,-0.0048858166078786704,-0.1452523901055876,-0.010770522131638632,0.09490234427788928,0.3396799022956267,0.4374819721824262,-0.4649747974743054,-0.36889671473335267
