"Área de referencia","Fuente","Tipo de hogar","Presencia de niños menores de 6 años","Año","Mujeres","Hombres"
"Panamá","EFT - Encuesta de Mercado Laboral","Total","Número de niños menores de 6 años: 3+","2024","26.4","37.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Una persona","Número de niños menores de 6 años: Total","2024","40.2","40.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Una persona","Número de niños menores de 6 años: 0","2024","40.2","40.7"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","37.9","40.6"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","37.9","40.6"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Número de niños menores de 6 años: Total","2024","35.9","42.8"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Número de niños menores de 6 años: 0","2024","36.9","43"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Número de niños menores de 6 años: 1","2024","34","43"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Número de niños menores de 6 años: 2","2024","29.3","41.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","18.8","41.4"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Número de niños menores de 6 años: Total","2024","34.8","41.1"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Número de niños menores de 6 años: 0","2024","35.4","41"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Número de niños menores de 6 años: 1","2024","33.5","43.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Número de niños menores de 6 años: 2","2024","28.8",
"Panamá","EFT - Encuesta de Mercado Laboral","Padre solo","Número de niños menores de 6 años: 3+","2024","21.7",
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Número de niños menores de 6 años: Total","2024","36.3","40.5"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Número de niños menores de 6 años: 0","2024","38.2","39.9"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Número de niños menores de 6 años: 1","2024","36.1","41.8"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Número de niños menores de 6 años: 2","2024","32","42.3"
"Panamá","EFT - Encuesta de Mercado Laboral","Familia extendida","Número de niños menores de 6 años: 3+","2024","27.1","37"
"Perú","EH - Encuesta Nacional de Hogares","Total","Presencia de niños menores de 6 años: Total","2022","39.6","48.8"
"Perú","EH - Encuesta Nacional de Hogares","Total","Presencia de niños menores de 6 años: Si","2022","38","49.5"
"Perú","EH - Encuesta Nacional de Hogares","Total","Presencia de niños menores de 6 años: No","2022","40.5","48.3"
"Perú","EH - Encuesta Nacional de Hogares","Una persona","Presencia de niños menores de 6 años: Total","2022","45.2","47.6"
"Perú","EH - Encuesta Nacional de Hogares","Una persona","Presencia de niños menores de 6 años: No","2022","45.2","47.6"
"Perú","EH - Encuesta Nacional de Hogares","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2022","40.9","46.1"
"Perú","EH - Encuesta Nacional de Hogares","Pareja sin hijos","Presencia de niños menores de 6 años: No","2022","40.9","46.1"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: Total","2022","37.7","49.3"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: Si","2022","35.8","49.9"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: No","2022","38.7","48.8"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Presencia de niños menores de 6 años: Total","2022","42.2","50.1"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Presencia de niños menores de 6 años: Si","2022","40.4","44.4"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Presencia de niños menores de 6 años: No","2022","42.7","50.9"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Presencia de niños menores de 6 años: Total","2022","40.5","48.2"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Presencia de niños menores de 6 años: Si","2022","40","48.9"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Presencia de niños menores de 6 años: No","2022","41","47.6"
"Perú","EH - Encuesta Nacional de Hogares","Total","Número de niños menores de 6 años: Total","2022","39.6","48.8"
"Perú","EH - Encuesta Nacional de Hogares","Total","Número de niños menores de 6 años: 0","2022","40.5","48.3"
"Perú","EH - Encuesta Nacional de Hogares","Total","Número de niños menores de 6 años: 1","2022","38.2","49.5"
"Perú","EH - Encuesta Nacional de Hogares","Total","Número de niños menores de 6 años: 2","2022","37.2","49.2"
"Perú","EH - Encuesta Nacional de Hogares","Total","Número de niños menores de 6 años: 3+","2022","35","52.9"
"Perú","EH - Encuesta Nacional de Hogares","Una persona","Número de niños menores de 6 años: Total","2022","45.2","47.6"
"Perú","EH - Encuesta Nacional de Hogares","Una persona","Número de niños menores de 6 años: 0","2022","45.2","47.6"
"Perú","EH - Encuesta Nacional de Hogares","Pareja sin hijos","Número de niños menores de 6 años: Total","2022","40.9","46.1"
"Perú","EH - Encuesta Nacional de Hogares","Pareja sin hijos","Número de niños menores de 6 años: 0","2022","40.9","46.1"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Número de niños menores de 6 años: Total","2022","37.7","49.3"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Número de niños menores de 6 años: 0","2022","38.7","48.8"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Número de niños menores de 6 años: 1","2022","36.5","50"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Número de niños menores de 6 años: 2","2022","32","49.2"
"Perú","EH - Encuesta Nacional de Hogares","Pareja con hijos","Número de niños menores de 6 años: 3+","2022","26.7","51"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Número de niños menores de 6 años: Total","2022","42.2","50.1"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Número de niños menores de 6 años: 0","2022","42.7","50.9"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Número de niños menores de 6 años: 1","2022","40.7","44.4"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Número de niños menores de 6 años: 2","2022","38.4","0"
"Perú","EH - Encuesta Nacional de Hogares","Padre solo","Número de niños menores de 6 años: 3+","2022",,
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Número de niños menores de 6 años: Total","2022","40.5","48.2"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Número de niños menores de 6 años: 0","2022","41","47.6"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Número de niños menores de 6 años: 1","2022","39.7","48.5"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Número de niños menores de 6 años: 2","2022","41.5","49.2"
"Perú","EH - Encuesta Nacional de Hogares","Familia extendida","Número de niños menores de 6 años: 3+","2022","37.9","53.9"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Presencia de niños menores de 6 años: Total","2017","40.9","48.2"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Presencia de niños menores de 6 años: Si","2017","39.7","49.4"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Presencia de niños menores de 6 años: No","2017","41.7","47.1"
"Paraguay","EH - Encuesta Continua de Hogares","Una persona","Presencia de niños menores de 6 años: Total","2017","40.2","47.7"
"Paraguay","EH - Encuesta Continua de Hogares","Una persona","Presencia de niños menores de 6 años: No","2017","40.2","47.7"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2017","41.7","47.3"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja sin hijos","Presencia de niños menores de 6 años: No","2017","41.7","47.3"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: Total","2017","40.4","49.1"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: Si","2017","39","50.1"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Presencia de niños menores de 6 años: No","2017","41.5","47.9"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Presencia de niños menores de 6 años: Total","2017","38.2","43.2"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Presencia de niños menores de 6 años: Si","2017","33.9","42.5"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Presencia de niños menores de 6 años: No","2017","39.8","43.2"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Presencia de niños menores de 6 años: Total","2017","42.1","47.1"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Presencia de niños menores de 6 años: Si","2017","41.2","48.2"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Presencia de niños menores de 6 años: No","2017","43.2","45.9"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Número de niños menores de 6 años: Total","2017","40.9","48.2"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Número de niños menores de 6 años: 0","2017","41.7","47.1"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Número de niños menores de 6 años: 1","2017","39.9","49.2"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Número de niños menores de 6 años: 2","2017","37.9","50.2"
"Paraguay","EH - Encuesta Continua de Hogares","Total","Número de niños menores de 6 años: 3+","2017","43.3","49.2"
"Paraguay","EH - Encuesta Continua de Hogares","Una persona","Número de niños menores de 6 años: Total","2017","40.2","47.7"
"Paraguay","EH - Encuesta Continua de Hogares","Una persona","Número de niños menores de 6 años: 0","2017","40.2","47.7"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja sin hijos","Número de niños menores de 6 años: Total","2017","41.7","47.3"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja sin hijos","Número de niños menores de 6 años: 0","2017","41.7","47.3"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Número de niños menores de 6 años: Total","2017","40.4","49.1"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Número de niños menores de 6 años: 0","2017","41.5","47.9"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Número de niños menores de 6 años: 1","2017","39.6","50"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Número de niños menores de 6 años: 2","2017","36.3","49.6"
"Paraguay","EH - Encuesta Continua de Hogares","Pareja con hijos","Número de niños menores de 6 años: 3+","2017","38.9","58.8"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Número de niños menores de 6 años: Total","2017","38.2","43.2"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Número de niños menores de 6 años: 0","2017","39.8","43.2"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Número de niños menores de 6 años: 1","2017","33.9","33.3"
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Número de niños menores de 6 años: 2","2017","33.4",
"Paraguay","EH - Encuesta Continua de Hogares","Padre solo","Número de niños menores de 6 años: 3+","2017",,
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Número de niños menores de 6 años: Total","2017","42.1","47.1"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Número de niños menores de 6 años: 0","2017","43.2","45.9"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Número de niños menores de 6 años: 1","2017","41.4","47.5"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Número de niños menores de 6 años: 2","2017","39.7","50.9"
"Paraguay","EH - Encuesta Continua de Hogares","Familia extendida","Número de niños menores de 6 años: 3+","2017","44","42"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Presencia de niños menores de 6 años: Total","2024","41.2","45.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Presencia de niños menores de 6 años: Si","2024","39.7","46.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Presencia de niños menores de 6 años: No","2024","41.8","45.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Una persona","Presencia de niños menores de 6 años: Total","2024","41","43.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Una persona","Presencia de niños menores de 6 años: No","2024","41","43.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","42.7","44.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","42.7","44.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","39.2","46.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","37.4","47.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","40","45.9"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Presencia de niños menores de 6 años: Total","2024","42.5","45.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Presencia de niños menores de 6 años: Si","2024","40.5","39.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Presencia de niños menores de 6 años: No","2024","43","46.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Presencia de niños menores de 6 años: Total","2024","42.1","45.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Presencia de niños menores de 6 años: Si","2024","41.2","46.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Presencia de niños menores de 6 años: No","2024","42.6","45.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: Total","2024","41.2","45.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 0","2024","41.8","45.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 1","2024","39.7","46.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 2","2024","38.7","46.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","Número de niños menores de 6 años: 3+","2024","50.5","46.9"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Una persona","Número de niños menores de 6 años: Total","2024","41","43.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Una persona","Número de niños menores de 6 años: 0","2024","41","43.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","42.7","44.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","42.7","44.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: Total","2024","39.2","46.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 0","2024","40","45.9"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 1","2024","37.8","47.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 2","2024","34","47.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Pareja con hijos","Número de niños menores de 6 años: 3+","2024",,"43.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: Total","2024","42.5","45.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 0","2024","43","46.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 1","2024","39.8","39.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 2","2024","46",
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Padre solo","Número de niños menores de 6 años: 3+","2024",,
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: Total","2024","42.1","45.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 0","2024","42.6","45.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 1","2024","41.2","46.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 2","2024","40.8","45.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Familia extendida","Número de niños menores de 6 años: 3+","2024","48.9","49"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Presencia de niños menores de 6 años: Total","2016","33.1","42.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Presencia de niños menores de 6 años: Si","2016","31.8","44.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Presencia de niños menores de 6 años: No","2016","34","41.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Una persona","Presencia de niños menores de 6 años: Total","2016","34.5","41.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Una persona","Presencia de niños menores de 6 años: No","2016","34.5","41.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2016","31.6","40.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja sin hijos","Presencia de niños menores de 6 años: No","2016","31.6","40.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Presencia de niños menores de 6 años: Total","2016","31.8","41.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Presencia de niños menores de 6 años: Si","2016","31.2","43.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Presencia de niños menores de 6 años: No","2016","32.2","40.5"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Presencia de niños menores de 6 años: Total","2016","33.5","42.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Presencia de niños menores de 6 años: Si","2016","35.1",
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Presencia de niños menores de 6 años: No","2016","32.8","44"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Presencia de niños menores de 6 años: Total","2016","34.7","43.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Presencia de niños menores de 6 años: Si","2016","31.9","45.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Presencia de niños menores de 6 años: No","2016","37.5","41.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Número de niños menores de 6 años: Total","2016","33.2","42.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Número de niños menores de 6 años: 0","2016","34","41.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Número de niños menores de 6 años: 1","2016","32.7","44.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Número de niños menores de 6 años: 2","2016","28.5","44.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","Número de niños menores de 6 años: 3+","2016","33","46.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Una persona","Número de niños menores de 6 años: Total","2016","34.5","41.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Una persona","Número de niños menores de 6 años: 0","2016","34.5","41.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja sin hijos","Número de niños menores de 6 años: Total","2016","31.6","40.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja sin hijos","Número de niños menores de 6 años: 0","2016","31.6","40.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Número de niños menores de 6 años: Total","2016","31.8","41.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Número de niños menores de 6 años: 0","2016","32.2","40.5"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Número de niños menores de 6 años: 1","2016","30.6","43.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Número de niños menores de 6 años: 2","2016","33.1","41.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Pareja con hijos","Número de niños menores de 6 años: 3+","2016",,"56.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Número de niños menores de 6 años: Total","2016","33.5","42.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Número de niños menores de 6 años: 0","2016","32.8","44"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Número de niños menores de 6 años: 1","2016","38.9",
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Número de niños menores de 6 años: 2","2016",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","Padre solo","Número de niños menores de 6 años: 3+","2016",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Número de niños menores de 6 años: Total","2016","34.7","43.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Número de niños menores de 6 años: 0","2016","37.5","41.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Número de niños menores de 6 años: 1","2016","33.6","45.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Número de niños menores de 6 años: 2","2016","25","47"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Familia extendida","Número de niños menores de 6 años: 3+","2016","36.1","40.8"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Presencia de niños menores de 6 años: Total","2024","32.6","40.4"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Presencia de niños menores de 6 años: Si","2024","30.6","40.6"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Presencia de niños menores de 6 años: No","2024","33.3","40.3"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Una persona","Presencia de niños menores de 6 años: Total","2024","35.3","38.9"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Una persona","Presencia de niños menores de 6 años: No","2024","35.3","38.9"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja sin hijos","Presencia de niños menores de 6 años: Total","2024","33.9","40.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja sin hijos","Presencia de niños menores de 6 años: No","2024","33.9","40.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Presencia de niños menores de 6 años: Total","2024","31.9","41.2"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Presencia de niños menores de 6 años: Si","2024","29.8","41"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Presencia de niños menores de 6 años: No","2024","32.7","41.3"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Presencia de niños menores de 6 años: Total","2024","33.1","41.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Presencia de niños menores de 6 años: Si","2024","30.9","45.2"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Presencia de niños menores de 6 años: No","2024","33.6","41"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Presencia de niños menores de 6 años: Total","2024","33","38.6"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Presencia de niños menores de 6 años: Si","2024","32.7","38.7"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Presencia de niños menores de 6 años: No","2024","33.2","38.6"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Número de niños menores de 6 años: Total","2024","32.6","40.4"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Número de niños menores de 6 años: 0","2024","33.3","40.3"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Número de niños menores de 6 años: 1","2024","30.7","40.7"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Número de niños menores de 6 años: 2","2024","29.9","40.7"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Total","Número de niños menores de 6 años: 3+","2024","30.2","38.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Una persona","Número de niños menores de 6 años: Total","2024","35.3","38.9"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Una persona","Número de niños menores de 6 años: 0","2024","35.3","38.9"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja sin hijos","Número de niños menores de 6 años: Total","2024","33.9","40.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja sin hijos","Número de niños menores de 6 años: 0","2024","33.9","40.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Número de niños menores de 6 años: Total","2024","31.9","41.2"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Número de niños menores de 6 años: 0","2024","32.7","41.3"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Número de niños menores de 6 años: 1","2024","29.9","41"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Número de niños menores de 6 años: 2","2024","29.4","41.2"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Pareja con hijos","Número de niños menores de 6 años: 3+","2024","26","37.3"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Número de niños menores de 6 años: Total","2024","33.1","41.5"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Número de niños menores de 6 años: 0","2024","33.6","41"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Número de niños menores de 6 años: 1","2024","31.6","45.2"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Número de niños menores de 6 años: 2","2024","21",
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Padre solo","Número de niños menores de 6 años: 3+","2024",,
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Número de niños menores de 6 años: Total","2024","33","38.6"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Número de niños menores de 6 años: 0","2024","33.2","38.6"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Número de niños menores de 6 años: 1","2024","32.6","38.6"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Número de niños menores de 6 años: 2","2024","33.2","38.7"
"Uruguay","EFT - Encuesta Continua de Hogares Implantacion","Familia extendida","Número de niños menores de 6 años: 3+","2024","33.4",
