"Área de referencia","Fuente","Actividad económica","Año","Mujeres","Hombres"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","I. Actividades de alojamiento y de servicio de comidas","2025","951.5","379.9"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","J. Información y comunicaciones","2025","36.8","99"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","K. Actividades financieras y de seguros","2025","85","85"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","L. Actividades inmobiliarias","2025","21.8","23.4"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","M. Actividades profesionales, científicas y técnicas","2025","181","277.6"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","N. Actividades de servicios administrativos y de apoyo","2025","241.3","280.8"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2025","307","474.9"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","P. Enseñanza","2025","497.5","335.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","Q. Actividades de atención de la salud humana y de asistencia social","2025","387.9","171.2"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","R. Actividades artísticas, de entretenimiento y recreativas","2025","51.8","110.3"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","S. Otras actividades de servicios","2025","267.3","213.1"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2025","348.4","23.7"
"Perú","EFT - Encuesta Permanente de Empleo, Nacional","U. Actividades de organizaciones y órganos extraterritoriales","2025",,
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Total","2024","1224.5","1668"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","A. Agricultura; ganadería; silvicultura y pesca","2024","53.7","353.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","B. Explotación de minas y canteras","2024","0","1.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","C. Industrias manufactureras","2024","191","222.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","0.9","5.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","3.1","11.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","F. Construcción","2024","7.7","230.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","356.6","288.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","H. Transporte y almacenamiento","2024","8.3","117.5"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","I. Actividades de alojamiento y de servicio de comidas","2024","165.8","57.8"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","J. Información y comunicaciones","2024","12.6","21.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","K. Actividades financieras y de seguros","2024","27.6","22.7"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","L. Actividades inmobiliarias","2024","2.7","3.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","M. Actividades profesionales, científicas y técnicas","2024","26","30.6"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","N. Actividades de servicios administrativos y de apoyo","2024","29","78.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","39.7","95.9"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","P. Enseñanza","2024","53.6","29.9"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","Q. Actividades de atención de la salud humana y de asistencia social","2024","58.7","32.1"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","R. Actividades artísticas, de entretenimiento y recreativas","2024","4.4","11.3"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","S. Otras actividades de servicios","2024","41.6","39.2"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","141.3","14.4"
"El Salvador","EH - Encuesta de Hogares de Propósitos Múltiples","U. Actividades de organizaciones y órganos extraterritoriales","2024",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","Total","2016","75.5","114.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","A. Agricultura; ganadería; silvicultura y pesca","2016","4.2","10.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","B. Explotación de minas y canteras","2016","0.4","5.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","C. Industrias manufactureras","2016","6.8","17.3"
"Suriname","EIGH - Encuesta de Condiciones de Vida","D. Suministro de electricidad, gas; vapor y aire acondicionado","2016",,"0.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2016",,"1.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","F. Construcción","2016","0.8","14.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2016","8.7","12.8"
"Suriname","EIGH - Encuesta de Condiciones de Vida","H. Transporte y almacenamiento","2016","1.9","9.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","I. Actividades de alojamiento y de servicio de comidas","2016","3.1","1.1"
"Suriname","EIGH - Encuesta de Condiciones de Vida","J. Información y comunicaciones","2016","1.7","3.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","K. Actividades financieras y de seguros","2016","2.6","2.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","L. Actividades inmobiliarias","2016",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","M. Actividades profesionales, científicas y técnicas","2016","1.7","2.2"
"Suriname","EIGH - Encuesta de Condiciones de Vida","N. Actividades de servicios administrativos y de apoyo","2016","6.9","10.4"
"Suriname","EIGH - Encuesta de Condiciones de Vida","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2016","6.7","9.6"
"Suriname","EIGH - Encuesta de Condiciones de Vida","P. Enseñanza","2016","16","3.6"
"Suriname","EIGH - Encuesta de Condiciones de Vida","Q. Actividades de atención de la salud humana y de asistencia social","2016","6.9","2.7"
"Suriname","EIGH - Encuesta de Condiciones de Vida","R. Actividades artísticas, de entretenimiento y recreativas","2016","2","1.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","S. Otras actividades de servicios","2016","1.4","2.5"
"Suriname","EIGH - Encuesta de Condiciones de Vida","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2016","1.8","0.9"
"Suriname","EIGH - Encuesta de Condiciones de Vida","U. Actividades de organizaciones y órganos extraterritoriales","2016",,
"Suriname","EIGH - Encuesta de Condiciones de Vida","X. No clasificados en otra parte","2016","1.5","2"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","Total","2024","250","315.5"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","A. Agricultura; ganadería; silvicultura y pesca","2024","5.1","23.7"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","B. Explotación de minas y canteras","2024","1.4","7.1"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","C. Industrias manufactureras","2024","12.3","25.9"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","0.7","2.4"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","13.8","15.8"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","F. Construcción","2024","8.1","51.8"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","40.5","37"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","H. Transporte y almacenamiento","2024","6.7","28.5"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","I. Actividades de alojamiento y de servicio de comidas","2024","23.8","11.6"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","J. Información y comunicaciones","2024","23.9","24.1"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","K. Actividades financieras y de seguros","2024","12.4","4.7"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","26.5","29.9"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","P. Enseñanza","2024","49.5","17.2"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","R. Actividades artísticas, de entretenimiento y recreativas","2024","3.8","3.8"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","S. Otras actividades de servicios","2024","21","31.8"
"Trinidad y Tabago","EFT - Encuesta por Muestreo Continuo a la Población","U. Actividades de organizaciones y órganos extraterritoriales","2024","0.5",
"Uruguay","EFT - Encuesta Continua de Hogares","Total","2024","780.4","957.1"
"Uruguay","EFT - Encuesta Continua de Hogares","A. Agricultura; ganadería; silvicultura y pesca","2024","28.8","112.3"
"Uruguay","EFT - Encuesta Continua de Hogares","B. Explotación de minas y canteras","2024","0.1","2.6"
"Uruguay","EFT - Encuesta Continua de Hogares","C. Industrias manufactureras","2024","58.2","111.2"
"Uruguay","EFT - Encuesta Continua de Hogares","D. Suministro de electricidad, gas; vapor y aire acondicionado","2024","1","7.4"
"Uruguay","EFT - Encuesta Continua de Hogares","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación","2024","2.3","9.6"
"Uruguay","EFT - Encuesta Continua de Hogares","F. Construcción","2024","5.8","121.6"
"Uruguay","EFT - Encuesta Continua de Hogares","G. Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","2024","134.2","176.1"
"Uruguay","EFT - Encuesta Continua de Hogares","H. Transporte y almacenamiento","2024","14.4","69"
"Uruguay","EFT - Encuesta Continua de Hogares","I. Actividades de alojamiento y de servicio de comidas","2024","40","27.8"
"Uruguay","EFT - Encuesta Continua de Hogares","J. Información y comunicaciones","2024","13.7","31.9"
"Uruguay","EFT - Encuesta Continua de Hogares","K. Actividades financieras y de seguros","2024","15","12.3"
"Uruguay","EFT - Encuesta Continua de Hogares","L. Actividades inmobiliarias","2024","5","5.7"
"Uruguay","EFT - Encuesta Continua de Hogares","M. Actividades profesionales, científicas y técnicas","2024","38","33.2"
"Uruguay","EFT - Encuesta Continua de Hogares","N. Actividades de servicios administrativos y de apoyo","2024","40.5","46.6"
"Uruguay","EFT - Encuesta Continua de Hogares","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria","2024","50.9","64"
"Uruguay","EFT - Encuesta Continua de Hogares","P. Enseñanza","2024","84","31.5"
"Uruguay","EFT - Encuesta Continua de Hogares","Q. Actividades de atención de la salud humana y de asistencia social","2024","117.1","39"
"Uruguay","EFT - Encuesta Continua de Hogares","R. Actividades artísticas, de entretenimiento y recreativas","2024","10.8","21.2"
"Uruguay","EFT - Encuesta Continua de Hogares","S. Otras actividades de servicios","2024","34.8","22.9"
"Uruguay","EFT - Encuesta Continua de Hogares","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio","2024","84.7","10.1"
"Uruguay","EFT - Encuesta Continua de Hogares","U. Actividades de organizaciones y órganos extraterritoriales","2024","1.2","1"
